Plot,sla,mean.thick,ssl,lar1,lmf,smf,rmf,sp,rgr.h,size,perc.canopy.open,Comp.1,Comp.2,Comp.3,Elevation,Elevation.Group
1,136.59875,0.1725,12.41830065,74.33945578,0.544217687,0.208163265,0.247619048,KNEMFU,0.182321557,24,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,214.1944444,0.183666667,27.23214286,64.09808811,0.29925187,0.341645885,0.359102244,DIOSXI,0.125163143,34,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,276.9444444,0.148666667,48.33333333,102.0321637,0.368421053,0.385964912,0.245614035,PSEUIN,0.349557476,20,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,190.75,0.274,35.22727273,11.73846154,0.061538462,0.676923077,0.261538462,DIOSHA,0.040821995,15,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,249.5833333,0.2125,25,64.17857143,0.257142857,0.30952381,0.433333333,PITTKE,0.171850257,19,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,310.65,0.15,149.0909091,42.84827586,0.137931034,0.379310345,0.482758621,DERRTH,0.133531393,20,2.86,0.48496099,0.125959843,-2.222177621,100,Low
1,268.9,0.149,76.36363636,52.89836066,0.196721311,0.540983607,0.262295082,POMETO,0.109484233,27,2.86,0.48496099,0.125959843,-2.222177621,100,Low
2,255.927451,0.129333333,35.73170732,66.25532995,0.258883249,0.416243655,0.324873096,PARACH,0.129211731,33,1.9,3.525751882,-1.343681615,0.991795209,100,Low
2,180.8086957,0.314666667,14.60526316,69.31,0.383333333,0.38,0.236666667,CAPPFO,0.131852131,34,1.9,3.525751882,-1.343681615,0.991795209,100,Low
2,252.1222222,0.171333333,16.4375,120.839645,0.479289941,0.315581854,0.205128205,SAPRTE,0.16034265,27,1.9,3.525751882,-1.343681615,0.991795209,100,Low
2,298.2037037,0.17,15.41666667,40.74130297,0.136622391,0.481973435,0.381404175,DIOSXI,0,32,1.9,3.525751882,-1.343681615,0.991795209,100,Low
3,231.8677083,0.243666667,13.72807018,79.66007157,0.343558282,0.383435583,0.273006135,BACCRA,0.09531018,33,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,169.8188679,0.2375,5.314353499,34.71706847,0.204435873,0.406460945,0.389103182,DYSOHO,0.130620182,49,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,252.4076923,0.19,32.05479452,30.01189024,0.118902439,0.385670732,0.495426829,LITSDI,0.083381609,25,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,253.075,0.231,111.4285714,32.65483871,0.129032258,0.451612903,0.419354839,PITTKE,0,14,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,261.4,0.2295,118.3333333,42.38918919,0.162162162,0.486486486,0.351351351,PARACH,0.122602322,26,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,284.8138889,0.158,29.53125,128.3668232,0.450704225,0.300469484,0.248826291,SAPRTE,0.15415068,21,3.39,1.390397835,1.059080034,-0.207165999,100,Low
3,226.6875,0.164333333,30.52631579,99.7425,0.44,0.2375,0.3225,SYZYLA,0.175890666,31,3.39,1.390397835,1.059080034,-0.207165999,100,Low
4,327.6283333,0.1905,14.74522293,81.00700549,0.247252747,0.431318681,0.321428571,CANATO,0.110000895,48,3.92,3.781354497,0.607194268,0.101602321,100,Low
4,302.725641,0.140666667,17.00729927,54.09530355,0.178694158,0.470790378,0.350515464,SAPRTE,0.139761942,23,3.92,3.781354497,0.607194268,0.101602321,100,Low
4,575.75,0.1505,22.53968254,16.85121951,0.029268293,0.307317073,0.663414634,PARACH,0.133531393,16,3.92,3.781354497,0.607194268,0.101602321,100,Low
4,394.1857143,0.117333333,40.83333333,34.87266983,0.088467615,0.132701422,0.778830964,CHASCU,0.087011377,36,3.92,3.781354497,0.607194268,0.101602321,100,Low
5,131.5828358,0.132666667,11.48484848,47.5900135,0.361673414,0.222672065,0.415654521,MORIAN,0.223143551,31,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,195.65,0.138,17.41463415,34.02608696,0.173913043,0.416666667,0.40942029,ARDIAF,0,45,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,291.084375,0.123666667,17.90243902,91.68011811,0.31496063,0.431102362,0.253937008,PARACH,0.074107972,42,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,272.3666667,0.154333333,217.5,153.20625,0.5625,0.25,0.1875,LINDME,0.251314428,9,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,267.875,0.135,95,27.47435897,0.102564103,0.564102564,0.333333333,DERRTH,0,22,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,191.4027778,0.155666667,15.55084746,84.21722222,0.44,0.282222222,0.277777778,ARDIAF,0.105360516,40,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,247.0622807,0.156666667,10.07317073,105.94511,0.428819444,0.355902778,0.215277778,SAPRTE,0.360002734,43,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,366.4,0.128,129.2857143,61.06666667,0.166666667,0.388888889,0.444444444,DERRTH,0.051293294,20,2.44,2.503477133,0.284605684,-0.430533493,100,Low
5,222.44,0.196666667,47.20930233,75.58640777,0.339805825,0.417475728,0.242718447,PARACH,0.048790164,21,2.44,2.503477133,0.284605684,-0.430533493,100,Low
6,166.1434783,0.373,19.61538462,38.72939189,0.233108108,0.439189189,0.327702703,CAPPFO,0.113328685,28,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,347.1875,0.135,110,123.4444444,0.355555556,0.333333333,0.311111111,PSEUIN,0.182321557,18,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,343.94,0.1425,69.64285714,47.76944444,0.138888889,0.388888889,0.472222222,PARACH,0.083381609,25,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,190.4571429,0.315,30.11904762,70.47753304,0.370044053,0.370044053,0.259911894,CAPPFO,0.076961041,27,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,431.7833333,0.223,70.43478261,116.6981982,0.27027027,0.310810811,0.418918919,SALAAU,0.111225635,19,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,248.6916667,0.126,35.54054054,47.36984127,0.19047619,0.391534392,0.417989418,PARACH,0.036367644,28,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,338.9233333,0.188,24.96350365,44.01601732,0.12987013,0.296536797,0.573593074,CELAMO,0.028170877,36,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,379.7666667,0.1905,88.57142857,108.5047619,0.285714286,0.333333333,0.380952381,PSEUIN,0,11,2.54,0.162163168,1.816223701,-0.543238429,100,Low
6,490.75,0.159666667,111.4285714,140.2142857,0.285714286,0.428571429,0.285714286,PSEUIN,0.133531393,16,2.54,0.162163168,1.816223701,-0.543238429,100,Low
7,581.9833333,0.165666667,56.75,226.3268519,0.388888889,0.37037037,0.240740741,COLOTH,0.313657559,26,3.48,1.927921914,2.4534634,0.051932304,100,Low
7,270.1833333,0.156666667,47.85714286,138.2333333,0.511627907,0.244186047,0.244186047,PLATLA,0.09531018,22,3.48,1.927921914,2.4534634,0.051932304,100,Low
7,290.6,0.120333333,36.22222222,112.0226757,0.385487528,0.204081633,0.410430839,LITSSA,0.223143551,35,3.48,1.927921914,2.4534634,0.051932304,100,Low
7,267.4888889,0.117,31.97916667,154.5231218,0.577680525,0.210065646,0.212253829,LITSSA,0.693147181,33,3.48,1.927921914,2.4534634,0.051932304,100,Low
7,292.1694444,0.136666667,21.38297872,85.8939124,0.293986637,0.418708241,0.287305122,PARACH,0.146603474,44,3.48,1.927921914,2.4534634,0.051932304,100,Low
7,342.75,0.202,147.7777778,85.6875,0.25,0.375,0.375,PARACH,0.064538521,16,3.48,1.927921914,2.4534634,0.051932304,100,Low
8,202.9818182,0.198,10.09411765,66.40297398,0.327137546,0.394981413,0.277881041,SAPRTE,0.120627988,44,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,337.3666667,0.259666667,28.60465116,87.37553957,0.258992806,0.154676259,0.586330935,RHYNOB,0.287682072,16,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,385.3777778,0.215,116.1538462,150.8,0.391304348,0.282608696,0.326086957,PARACH,0.30538165,19,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,242.8181818,0.141333333,20.36809816,6.669163546,0.027465668,0.040699126,0.931835206,STERBR,0,33,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,327.053125,0.161,28.71428571,125.7896635,0.384615385,0.336538462,0.278846154,SAPRTE,0.15415068,21,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,646.9666667,0.1325,71.36363636,123.231746,0.19047619,0.349206349,0.46031746,LITSSA,0.182321557,18,1.5,2.950070985,1.626724028,-0.692708094,100,Low
8,350.7074074,0.167333333,19.79591837,106.9954802,0.305084746,0.319426336,0.375488918,MYCEGR,0.105360516,50,1.5,2.950070985,1.626724028,-0.692708094,100,Low
9,249.2555556,0.263666667,52.05882353,65.97941176,0.264705882,0.25,0.485294118,PITTKE,0,44,1.54,2.170123582,0.70691783,-2.75567951,100,Low
9,209.2478261,0.26,23.53333333,33.81288056,0.161592506,0.351288056,0.487119438,PITTKE,0,36,1.54,2.170123582,0.70691783,-2.75567951,100,Low
9,303.3333333,0.245,110,63.85964912,0.210526316,0.263157895,0.526315789,PITTKE,0.064538521,16,1.54,2.170123582,0.70691783,-2.75567951,100,Low
9,270.6921569,0.181,12.5,78.88742857,0.291428571,0.4,0.308571429,SAPRTE,0.055569851,37,1.54,2.170123582,0.70691783,-2.75567951,100,Low
9,307.4947368,0.167333333,22.6,140.357958,0.456456456,0.3003003,0.243243243,SAPRTE,0.139761942,23,1.54,2.170123582,0.70691783,-2.75567951,100,Low
9,160.972381,0.297333333,12.01072386,74.68478321,0.463960232,0.325600663,0.210439105,GARCCO,0.021978907,46,1.54,2.170123582,0.70691783,-2.75567951,100,Low
10,150.25,0.2795,54.4,32.78181818,0.218181818,0.151515152,0.63030303,PITTKE,0.143100844,15,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,173.10625,0.245,42.65625,45.59176955,0.263374486,0.263374486,0.473251029,PITTKE,0.03509132,29,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,142.6777778,0.202333333,84.11764706,80.64396135,0.565217391,0.246376812,0.188405797,GARCLA,0.125163143,17,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,188.9815789,0.25,31.17117117,56.25039164,0.297650131,0.289817232,0.412532637,PITTKE,0.029852963,34,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,265.2089286,0.155,35.73033708,47.60160256,0.179487179,0.28525641,0.53525641,DERRTH,0.062520357,33,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,349.7,0.132,86.36363636,87.425,0.25,0.458333333,0.291666667,PARACH,0.139761942,23,1.91,1.453314909,2.21599552,-1.772887895,100,Low
10,395.1133333,0.150333333,61.70731707,106.7873874,0.27027027,0.405405405,0.324324324,DRYPHO,0.287682072,20,1.91,1.453314909,2.21599552,-1.772887895,100,Low
11,256.33,0.116333333,11.32315522,95.54953405,0.372759857,0.354121864,0.27311828,PSEUIN,0.117783036,45,4.25,-1.491070291,2.479300865,-1.017920021,100,Low
11,174.6722222,0.288666667,39.6875,77.63209877,0.444444444,0.395061728,0.160493827,CAPPFO,0.15415068,14,4.25,-1.491070291,2.479300865,-1.017920021,100,Low
11,302.6177778,0.116666667,13.61702128,54.62414761,0.180505415,0.440433213,0.379061372,PARACH,0.021053409,48,4.25,-1.491070291,2.479300865,-1.017920021,100,Low
11,302.4414634,0.189,13.88349515,51.02921811,0.16872428,0.423868313,0.407407407,TREVPA,0.060624622,17,4.25,-1.491070291,2.479300865,-1.017920021,100,Low
12,307.75625,0.157666667,70.57142857,130.7283186,0.424778761,0.309734513,0.265486726,ALPHMO,0.223143551,25,2.58,0.964676605,-1.241806116,-0.115456664,100,Low
12,241.65,0.123333333,30.6097561,115.992,0.48,0.234285714,0.285714286,CASTIN,0.039220713,26,2.58,0.964676605,-1.241806116,-0.115456664,100,Low
12,303.6892857,0.1305,64.87179487,115.9540909,0.381818182,0.354545455,0.263636364,POMEPI,0.033901552,30,2.58,0.964676605,-1.241806116,-0.115456664,100,Low
12,240.1461538,0.124333333,15.15037594,20.05503212,0.083511777,0.595289079,0.321199143,PSEUIN,0,42,2.58,0.964676605,-1.241806116,-0.115456664,100,Low
13,254.4458333,0.261666667,67.5,90.8735119,0.357142857,0.285714286,0.357142857,PITTKE,0,20,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
13,382,0.123,42.87234043,11.84496124,0.031007752,0.364341085,0.604651163,STIXSU,0.024692613,41,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
13,223.3904762,0.28,38.03738318,63.60949153,0.284745763,0.362711864,0.352542373,PITTKE,0.228841572,44,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
13,256.0764706,0.149,45.2238806,97.171875,0.379464286,0.299107143,0.321428571,PARACH,0.121360857,35,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
13,247.885,0.244666667,31.61016949,73.99552239,0.298507463,0.352238806,0.349253731,PITTKE,0.082238098,38,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
13,409.6740741,0.132666667,44.65116279,77.13528591,0.188284519,0.359832636,0.451882845,STIXSU,0,40,1.98,3.429394867,-0.870610171,-0.666954299,100,Low
14,198.464,0.250333333,13.24022346,33.76673756,0.170140366,0.076137814,0.753721821,BACCRA,0.127833372,25,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,293.5166667,0.1555,32.98245614,83.86190476,0.285714286,0.271428571,0.442857143,SAPRTE,0.257829109,22,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,395.7666667,0.200333333,54.35897436,130.5621993,0.329896907,0.402061856,0.268041237,SALAAU,0.09531018,22,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,403.7875,0.1865,81.37931034,125.8558442,0.311688312,0.376623377,0.311688312,DUPEPA,0.241162057,28,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,204.1982759,0.152,28.47058824,113.0104962,0.553435115,0.16221374,0.284351145,CASTIN,0.175204089,28,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,435.8416667,0.197,26.90140845,173.6420983,0.398406375,0.282868526,0.3187251,COLOTH,0.234839591,43,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
14,370.0722222,0.346666667,61.30434783,154.9139535,0.418604651,0.178294574,0.403100775,RHYNOB,0.310154928,15,2.06,5.169626992,-0.729984602,-0.139759684,100,Low
15,374.2,0.1905,145.7142857,106.9142857,0.285714286,0.333333333,0.380952381,CROTKO,0,10,1.33,-0.057607286,2.2913518,-2.065943472,100,Low
15,356.0291667,0.1875,32.81553398,86.89525424,0.244067797,0.349152542,0.406779661,CROTKO,0.055569851,37,1.33,-0.057607286,2.2913518,-2.065943472,100,Low
15,403.0333333,0.143666667,56.8,116.539759,0.289156627,0.301204819,0.409638554,CROTKO,0.15415068,14,1.33,-0.057607286,2.2913518,-2.065943472,100,Low
15,323.5333333,0.175,65.17241379,130.3443645,0.402877698,0.223021583,0.374100719,CELAMO,0.15415068,21,1.33,-0.057607286,2.2913518,-2.065943472,100,Low
15,371.65,0.184666667,112,151.6938776,0.408163265,0.448979592,0.142857143,PSEUIN,0.268263987,17,1.33,-0.057607286,2.2913518,-2.065943472,100,Low
16,292.4,0.102,18.48979592,52.94969819,0.181086519,0.54527163,0.273641851,PARACH,0.042559614,48,2.55,5.002054593,-0.376557219,-0.017730193,100,Low
16,338.2111111,0.111,98.18181818,133.504386,0.394736842,0.289473684,0.315789474,PSEUIN,0.074107972,14,2.55,5.002054593,-0.376557219,-0.017730193,100,Low
16,261.3666667,0.115,13.51535836,65.70670391,0.251396648,0.508379888,0.240223464,PARACH,0.072320662,43,2.55,5.002054593,-0.376557219,-0.017730193,100,Low
16,257.825,0.1265,99.41176471,66.10897436,0.256410256,0.435897436,0.307692308,SYZYOB,0.057158414,18,2.55,5.002054593,-0.376557219,-0.017730193,100,Low
17,304.3766667,0.142666667,29,86.9647619,0.285714286,0.428571429,0.285714286,SAPRTE,0.111225635,19,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,238.2238095,0.138,37.8125,106.4404255,0.446808511,0.340425532,0.212765957,PARACH,0.262364264,26,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,182.852381,0.243,16.91176471,59.22724936,0.323907455,0.349614396,0.326478149,PITTKE,0.112477983,47,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,306.7333333,0.1325,30.57142857,94.64914286,0.308571429,0.2,0.491428571,SAPRTE,0.09531018,11,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,296.65625,0.1635,41.93548387,76.14705882,0.256684492,0.219251337,0.524064171,PSYCCA,0,10,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,332.4,0.166,109.5652174,81.07317073,0.243902439,0.56097561,0.195121951,CROTAR,0.076961041,27,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,288.3571429,0.1675,90.35714286,122.3333333,0.424242424,0.424242424,0.151515152,CROTAR,0.113328685,28,1.84,0.70828521,0.452308517,-1.788243708,100,Low
17,312.4266667,0.109333333,85,156.2133333,0.5,0.2,0.3,DICHGE,0.074107972,14,1.84,0.70828521,0.452308517,-1.788243708,100,Low
18,329.5555556,0.130333333,110,78.05263158,0.236842105,0.394736842,0.368421053,FISSOL,0,18,3.6,4.512044386,-0.605819367,-0.038535435,100,Low
18,643.2666667,0.185,152.5,262.0716049,0.407407407,0.296296296,0.296296296,LINDME,0.241162057,14,3.6,4.512044386,-0.605819367,-0.038535435,100,Low
18,289.9888889,0.124666667,52.79069767,110.8237792,0.382165605,0.27388535,0.343949045,ARTAHO,0.080042708,26,3.6,4.512044386,-0.605819367,-0.038535435,100,Low
18,226.3038462,0.135,25.50561798,49.16908078,0.217270195,0.495821727,0.286908078,DERRTH,0.045462374,45,3.6,4.512044386,-0.605819367,-0.038535435,100,Low
18,262.1338983,0.176,9.929078014,89.17734761,0.340197694,0.348434926,0.311367381,CHISSI,0.191055237,46,3.6,4.512044386,-0.605819367,-0.038535435,100,Low
19,172.5821429,0.137333333,14.38356164,89.92526934,0.521057786,0.220372184,0.258570029,LINDME,0.176930708,37,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,260.6125,0.272,65.38461538,95.30971429,0.365714286,0.251428571,0.382857143,CROTKO,0.606135804,33,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,349.1583333,0.2045,50,120.5726619,0.345323741,0.438848921,0.215827338,FISSOL,0.200670695,33,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,265.34,0.123666667,15.49295775,139.0427948,0.524017467,0.254148472,0.221834061,LINDME,0.426084395,49,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,235.3928571,0.246,27.85714286,144.8571429,0.615384615,0.202197802,0.182417582,SCHIWA,0.09531018,22,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,192.9,0.1825,316.6666667,64.3,0.333333333,0.5,0.166666667,LINDME,0.251314428,9,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,248.1666667,0.135333333,333.3333333,110.2962963,0.444444444,0.333333333,0.222222222,LINDME,0.451985124,11,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,206.7,0.116,410,118.1142857,0.571428571,0.285714286,0.142857143,LINDME,0.117783036,9,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,565.8333333,0.188,285,261.1538462,0.461538462,0.307692308,0.230769231,LINDME,0.287682072,12,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,346.4,0.141,303.3333333,173.2,0.5,0.3,0.2,LINDME,0.251314428,9,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,324.3333333,0.165666667,205,97.3,0.3,0.4,0.3,LINDME,0.117783036,9,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,168.8214286,0.201,49.31818182,22.50952381,0.133333333,0.419047619,0.447619048,ALSEAN,0.090971778,23,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,310.4238095,0.220333333,49.41176471,106.6486708,0.343558282,0.312883436,0.343558282,FISSOL,0.336472237,28,4.6,6.018600132,0.19273222,-0.113566979,100,Low
19,285.7444444,0.202,63.51851852,106.5201183,0.372781065,0.319526627,0.307692308,FISSOL,0.30538165,38,4.6,6.018600132,0.19273222,-0.113566979,100,Low
20,213.5304348,0.235,33.5106383,33.52354949,0.156996587,0.320819113,0.5221843,PITTKE,0.032789823,31,4,3.353557036,0.898687189,-0.833864514,100,Low
20,169.629902,0.259,14.28093645,76.70712109,0.452202826,0.248545303,0.29925187,MYRIYU,0.139761942,46,4,3.353557036,0.898687189,-0.833864514,100,Low
20,315.75,0.145,66.77419355,183.7947761,0.582089552,0.231343284,0.186567164,LINDME,0.245122458,23,4,3.353557036,0.898687189,-0.833864514,100,Low
20,242.5083333,0.1575,26.91588785,81.97464789,0.338028169,0.374647887,0.287323944,PSEUIN,0.133531393,32,4,3.353557036,0.898687189,-0.833864514,100,Low
21,408.4666667,0.132666667,96.66666667,124.315942,0.304347826,0.391304348,0.304347826,PSEUIN,0.117783036,18,3.18,5.732475075,-0.498177211,-0.953539633,100,Low
21,325.125,0.185,54.35897436,90.3125,0.277777778,0.361111111,0.361111111,CELAMO,0.09531018,22,3.18,5.732475075,-0.498177211,-0.953539633,100,Low
21,197.0464286,0.227,49.09090909,62.22518797,0.315789474,0.248120301,0.436090226,PITTKE,0.068992871,15,3.18,5.732475075,-0.498177211,-0.953539633,100,Low
21,345.5888889,0.144,49.12280702,93.54285714,0.270676692,0.428571429,0.30075188,CROTKO,0.105360516,30,3.18,5.732475075,-0.498177211,-0.953539633,100,Low
22,235.6333333,0.148,245,117.8166667,0.5,0.285714286,0.214285714,LINDME,0.223143551,10,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,313.5888889,0.17,15.96899225,29.09587629,0.092783505,0.531958763,0.375257732,PSYCYU,0.068992871,45,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,208.4705882,0.139333333,58.11320755,80.54545455,0.386363636,0.301136364,0.3125,ALSEAN,0.117783036,36,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,190.8172414,0.156,41.97530864,71.86623377,0.376623377,0.350649351,0.272727273,ALSEAN,0.114410351,37,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,188.8979167,0.170333333,41.70454545,71.39448819,0.377952756,0.346456693,0.275590551,ALSEAN,0.077961541,40,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,415.9333333,0.162,166,159.974359,0.384615385,0.384615385,0.230769231,LINDME,0.287682072,8,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,285.4789474,0.122,27.05128205,60.60446927,0.212290503,0.43575419,0.351955307,PARACH,0.068992871,45,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,273.1333333,0.160333333,290,136.5666667,0.5,0.333333333,0.166666667,LINDME,0.200670695,11,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,275.3,0.1495,186.6666667,103.2375,0.375,0.375,0.25,LINDME,0.200670695,11,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,298.5,0.172,390,199,0.666666667,0.222222222,0.111111111,LINDME,0.133531393,8,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,394.35,0.185333333,242.5,164.3125,0.416666667,0.333333333,0.25,LINDME,0.105360516,10,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,344.5,0.147666667,250,132.5,0.384615385,0.307692308,0.307692308,LINDME,0.182321557,12,4.29,1.217017859,0.970943012,-2.238763531,100,Low
22,298.225,0.1765,117,88.36296296,0.296296296,0.37037037,0.333333333,LINDME,0.262364264,13,4.29,1.217017859,0.970943012,-2.238763531,100,Low
23,300.3,0.109666667,22.70072993,74.36,0.247619048,0.482539683,0.26984127,PARACH,0.09237332,34,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,679.2333333,0.148666667,184.4444444,226.4111111,0.333333333,0.428571429,0.238095238,FISSOL,0.459532329,19,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,233.9833333,0.15,26.97368421,24.30995671,0.103896104,0.329004329,0.567099567,DERRTH,0.139761942,23,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,230.2094203,0.201666667,12.59689922,97.65030738,0.424180328,0.264344262,0.31147541,SAPRTE,0.230523659,34,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,303.8481481,0.144,35.45454545,96.23343109,0.316715543,0.322580645,0.360703812,LINDME,0.217064505,41,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,385.06,0.163,52.56410256,68.76071429,0.178571429,0.348214286,0.473214286,CELAMO,0.048790164,21,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,257.8972222,0.132666667,28.37398374,88.42190476,0.342857143,0.267346939,0.389795918,LINDME,0.149531734,36,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,219.7481481,0.147333333,16.33879781,79.96226415,0.363881402,0.32884097,0.307277628,SYZYOB,0.438254931,31,4.87,1.689047497,1.656820942,-1.763992064,100,Low
23,301.6518519,0.135333333,25.87412587,64.42056497,0.213559322,0.262711864,0.523728814,LINDME,0.108213585,39,4.87,1.689047497,1.656820942,-1.763992064,100,Low
24,264.09,0.110666667,29.64912281,18.15051546,0.068728522,0.195876289,0.735395189,STERBR,0,33,4.82,3.080402882,0.446601596,-1.157796906,100,Low
24,232.6717949,0.138666667,23.95348837,95.80603318,0.411764706,0.230769231,0.357466063,ROURMI,0,35,4.82,3.080402882,0.446601596,-1.157796906,100,Low
24,281.3952381,0.125333333,14.80314961,105.9014337,0.376344086,0.227598566,0.396057348,SAPRTE,0.211309094,21,4.82,3.080402882,0.446601596,-1.157796906,100,Low
24,334.4157895,0.158,38.33333333,68.32150538,0.204301075,0.322580645,0.47311828,CROTKO,0.262364264,26,4.82,3.080402882,0.446601596,-1.157796906,100,Low
24,312.65,0.1535,100,78.1625,0.25,0.5,0.25,LINDME,0.318453731,11,4.82,3.080402882,0.446601596,-1.157796906,100,Low
24,309.0166667,0.107666667,76.66666667,145.4196078,0.470588235,0.264705882,0.264705882,DICHGE,0.348306694,17,4.82,3.080402882,0.446601596,-1.157796906,100,Low
25,188.1804598,0.154333333,13.08724832,63.16242284,0.335648148,0.344907407,0.319444444,SALACO,0.082238098,38,4.14,0.994949317,-2.944811508,-1.182285425,100,Low
25,272.0777778,0.122333333,32.55555556,12.95608466,0.047619048,0.476190476,0.476190476,DICHGE,0,30,4.14,0.994949317,-2.944811508,-1.182285425,100,Low
25,192.48125,0.1485,13.58208955,36.9564,0.192,0.402,0.406,SALACO,0.143100844,30,4.14,0.994949317,-2.944811508,-1.182285425,100,Low
26,288.3333333,0.137666667,15.50724638,80.05141388,0.277634961,0.417737789,0.304627249,ALPHMO,0.200670695,44,6.2,0.74283978,-1.899152021,2.621545206,200,Low
26,154.0525,0.227,31.41025641,88.28223496,0.573065903,0.223495702,0.203438395,SYZYLA,0.16034265,27,6.2,0.74283978,-1.899152021,2.621545206,200,Low
26,164.3185185,0.242333333,18.9375,59.49463602,0.362068966,0.30651341,0.331417625,GARCCO,0.297251523,35,6.2,0.74283978,-1.899152021,2.621545206,200,Low
27,331.05,0.116,49.55555556,56.95483871,0.172043011,0.537634409,0.290322581,ALPHMO,0.15415068,28,3.12,0.977115478,-1.599581171,0.170239256,200,Low
27,357.2041667,0.147,78.8,135.4328594,0.379146919,0.132701422,0.488151659,FICUSU,0.127833372,25,3.12,0.977115478,-1.599581171,0.170239256,200,Low
