Plot,sla,mean.thick,ssl,lar1,lmf,smf,rmf,sp,rgr.h,size,perc.canopy.open,Comp.1,Comp.2,Comp.3,Elevation,Elevation.Group
56,209.5545455,0.213,29.41747573,51.38757962,0.24522293,0.328025478,0.426751592,PTERME,0.200670695,33,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,246.552381,0.180666667,47.93103448,64.31801242,0.260869565,0.360248447,0.378881988,PTERME,0.255933374,31,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,259.6657895,0.134,20.98958333,83.15140449,0.320224719,0.359550562,0.320224719,PARACH,0.251314428,45,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,107.6758824,0.2205,6.716697936,42.30390571,0.392881904,0.148601803,0.458516293,DIOSHA,0.055569851,37,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,126.2952381,0.206,14.31818182,57.11024978,0.452196382,0.227390181,0.320413437,DIOSHA,0.148420005,29,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,384.4833333,0.196,55.38461538,109.852381,0.285714286,0.464285714,0.25,LASICO,0.287682072,16,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,255.7848485,0.116333333,20.09803922,93.78777778,0.366666667,0.278571429,0.354761905,PSEUIN,0.405465108,24,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,134.9275862,0.309,25.42857143,57.33186813,0.424908425,0.256410256,0.318681319,CAPPFO,0.117783036,18,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,166.35,0.249,13.04477612,42.25656224,0.254022015,0.307366638,0.438611346,PITTKE,0.087011377,48,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,286.75,0.115,37.92207792,72.82539683,0.253968254,0.407407407,0.338624339,PSEUIN,0.238411023,33,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,183.8833333,0.247,29.22077922,63.65192308,0.346153846,0.296153846,0.357692308,PTERME,0.262364264,26,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,207.3962963,0.194666667,29.67741935,48.90567686,0.23580786,0.286026201,0.478165939,PTERME,0.074107972,28,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,157.9642857,0.241333333,19.12863071,39.90676692,0.252631579,0.381954887,0.365413534,PTERME,0.254234138,49,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,196.3625,0.208333333,43.97260274,55.81878173,0.284263959,0.370558376,0.345177665,PTERME,0.377294231,35,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,200.7814815,0.209,39.26470588,89.39387515,0.445229682,0.318021201,0.236749117,PSEUIN,0.241162057,28,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,206.7133333,0.208666667,32.31884058,53.83159722,0.260416667,0.359375,0.380208333,PTERME,0.182321557,24,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,197.5888889,0.231666667,21.84397163,63.46538187,0.321199143,0.301927195,0.376873662,PTERME,0.336472237,35,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,227.3928571,0.135666667,40.45454545,111.7017544,0.49122807,0.289473684,0.219298246,PSEUIN,0.356674944,30,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
56,175.8,0.183666667,39.28571429,74.80851064,0.425531915,0.223404255,0.35106383,DIOSHA,0.268263987,17,4.41,-2.891521837,-3.774700569,-1.356223343,300,Low
57,323.05,0.107,62.33333333,74.26436782,0.229885057,0.379310345,0.390804598,PSEUIN,0.162518929,20,3.68,-1.578149659,-3.091974404,-0.270929849,300,Low
57,320.35,0.112,173.3333333,128.14,0.4,0.2,0.4,PSEUIN,0.167054085,13,3.68,-1.578149659,-3.091974404,-0.270929849,300,Low
57,350.4833333,0.168,159,157.7175,0.45,0.25,0.3,PSEUIN,0.236388778,19,3.68,-1.578149659,-3.091974404,-0.270929849,300,Low
57,369.0111111,0.101,133,147.6044444,0.4,0.222222222,0.377777778,PSEUIN,0.194156014,17,3.68,-1.578149659,-3.091974404,-0.270929849,300,Low
58,297.02,0.199,45.34482759,99.67114094,0.33557047,0.422818792,0.241610738,PSEUIN,0.204794413,27,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,315.2666667,0.214,158,101.3357143,0.321428571,0.357142857,0.321428571,GARUFL,0.546543706,19,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,360.85,0.1765,173,144.34,0.4,0.333333333,0.266666667,GARUFL,0.646627165,21,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,248.15,0.154,295,90.23636364,0.363636364,0.363636364,0.272727273,GARUFL,0.09531018,11,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,490.2666667,0.201333333,85.29411765,150.8512821,0.307692308,0.217948718,0.474358974,GARUFL,0.510825624,20,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,155.3324786,0.1725,4.774919614,56.36288766,0.362853205,0.214334941,0.422811854,ELAERU,0.200670695,33,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,192.7564516,0.252,3.162011173,35.90206534,0.186256102,0.33608712,0.477656778,TREVPA,0,30,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,116.119697,0.353,8.088531187,38.02076541,0.327427356,0.367115521,0.305457123,GARCCO,0.211309094,42,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,240.7785714,0.136,69.6875,92.60714286,0.384615385,0.351648352,0.263736264,PSEUIN,0.223143551,25,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,257.1916667,0.114333333,21.94117647,98.60383387,0.383386581,0.332268371,0.284345048,PSEUIN,0.126751706,42,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,314.7791667,0.149666667,19.58139535,129.9575138,0.41285297,0.270691334,0.316455696,ALPHMO,0.217723484,46,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,256.45,0.168,138.8888889,80.140625,0.3125,0.28125,0.40625,GARUFL,0.241162057,14,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
58,255.2,0.209,113.0769231,62.07567568,0.243243243,0.351351351,0.405405405,GARUFL,0.374693449,16,3.69,-3.088006729,-2.264139719,0.763889145,300,Low
59,245.8047619,0.174666667,39.03614458,44.11880342,0.179487179,0.425641026,0.394871795,ERYCOB,0,32,4.55,1.653632186,0.54605841,0.283758727,300,Low
59,184.8676471,0.2125,14.72361809,60.18946648,0.325581395,0.272229822,0.402188782,DYSOLE,0.09237332,34,4.55,1.653632186,0.54605841,0.283758727,300,Low
59,228.45,0.153,57.95454545,86.91032609,0.380434783,0.27173913,0.347826087,DRYPHO,0.037740328,27,4.55,1.653632186,0.54605841,0.283758727,300,Low
60,339.8125,0.107666667,27.42857143,112.8008299,0.331950207,0.460580913,0.20746888,PSEUIN,0.138150338,31,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,216.5266667,0.134,33.52459016,107.7582167,0.497667185,0.245723173,0.256609642,LITHTR,0.200670695,44,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,309.73,0.103333333,21.86335404,131.2415254,0.423728814,0.342372881,0.233898305,PSEUIN,0.262364264,29,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,239.7588235,0.124333333,47.28813559,87.18502674,0.363636364,0.315508021,0.320855615,PARACH,0.09531018,33,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,365.6416667,0.148666667,75.35714286,130.0059259,0.355555556,0.311111111,0.333333333,ALPHMO,0.262364264,26,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,225.9851852,0.203666667,36.79012346,93.51111111,0.413793103,0.310344828,0.275862069,PITTKE,0.109199292,29,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,302.2375,0.11,26.71875,145.074,0.48,0.283333333,0.236666667,PSEUIN,0.182321557,36,3.16,-0.556088829,0.348694223,0.526644253,300,Low
60,306.8041667,0.099,44.11764706,111.0045226,0.361809045,0.361809045,0.27638191,PSEUIN,0.044451763,23,3.16,-0.556088829,0.348694223,0.526644253,300,Low
61,220.1833333,0.224333333,66.21621622,73.39444444,0.333333333,0.308333333,0.358333333,PITTKE,0.245122458,23,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,377.5222222,0.144,41.84210526,65.84689922,0.174418605,0.441860465,0.38372093,SAPRTE,0.194156014,17,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,249.1846154,0.1155,2.466666667,78.81751825,0.316301703,0.425790754,0.257907543,PSEUIN,0.105360516,40,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,325.6916667,0.146333333,74.28571429,68.56666667,0.210526316,0.368421053,0.421052632,DRYPHO,0,20,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,318.475,0.179,36.38888889,37.46764706,0.117647059,0.529411765,0.352941176,PSEUIN,0.044451763,23,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,289.75,0.107666667,21.08108108,111.3753754,0.384384384,0.34984985,0.265765766,PSEUIN,0.100083459,42,2.5,2.00941305,-2.32745189,1.648757292,300,Low
61,260.98,0.1575,27.70992366,85.74291581,0.328542094,0.433264887,0.238193018,DRYPHO,0,36,2.5,2.00941305,-2.32745189,1.648757292,300,Low
62,305.2380952,0.109666667,34.15584416,78.05175038,0.255707763,0.392694064,0.351598174,PSEUIN,0.300104592,27,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,259.8466667,0.1515,350,104.2165775,0.401069519,0.048128342,0.550802139,PARACH,0.054067221,38,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,230.3875,0.123666667,54.87804878,63.01196581,0.273504274,0.35042735,0.376068376,PARACH,0.083381609,25,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,279.8058824,0.119666667,13.1,87.01280488,0.31097561,0.379065041,0.30995935,PARACH,0.070617567,44,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,301.94375,0.125666667,31.68539326,126.7635569,0.419825073,0.259475219,0.320699708,PARACH,0.194156014,34,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,332.6222222,0.172666667,73.63636364,88.04705882,0.264705882,0.323529412,0.411764706,PSEUIN,0.182321557,18,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,195.24,0.137,34.79166667,92.83746398,0.475504323,0.13832853,0.386167147,AMOOYU,0.146603474,22,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,333.8333333,0.102333333,50.47619048,106.9139434,0.320261438,0.294117647,0.385620915,PSEUIN,0.139761942,23,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,216.5833333,0.173,58.125,56.91240876,0.262773723,0.233576642,0.503649635,SALAAU,0.15415068,21,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
62,313.5428571,0.138,38.51851852,42.75584416,0.136363636,0.350649351,0.512987013,PARACH,0.2135741,26,2.77,0.526677932,-2.178299454,-1.183112129,300,Low
63,511.05,0.211,96.19047619,239.5546875,0.46875,0.328125,0.203125,PTERME,0.318453731,22,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,273,0.23,202.5,86.21052632,0.315789474,0.421052632,0.263157895,PTERME,0.125163143,17,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,202.8666667,0.176,78.66666667,83.36986301,0.410958904,0.410958904,0.178082192,PTERME,0.122602322,26,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,224.0833333,0.1915,57.90697674,77.14344262,0.344262295,0.352459016,0.303278689,PTERME,0.16034265,27,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,250.8617647,0.133666667,13.97590361,32.75460829,0.130568356,0.382488479,0.486943164,PARACH,0.171850257,38,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,235.025,0.2275,87.87878788,62.67333333,0.266666667,0.55,0.183333333,PTERME,0.405465108,30,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
63,225.4875,0.197,52.71186441,49.64862385,0.220183486,0.541284404,0.23853211,PTERME,0.377294231,35,5.66,-2.255730956,-3.993390677,-1.588978973,300,Low
64,238,0.157,42.03703704,101.442623,0.426229508,0.344262295,0.229508197,PSEUIN,0.09531018,22,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,379.0375,0.1025,57.29166667,62.13729508,0.163934426,0.43442623,0.401639344,PSEUIN,0.241162057,28,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,429.65,0.1375,79.13043478,84.71971831,0.197183099,0.38028169,0.422535211,PSEUIN,0.139761942,23,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,280.75,0.16,33.96694215,31.33953488,0.111627907,0.595348837,0.293023256,DRYPHO,0,35,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,243.1816667,0.1635,16,107.0891743,0.440366972,0.247706422,0.311926606,SAPRTE,0.133531393,24,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,462.3,0.099,51.75,102.1926316,0.221052632,0.463157895,0.315789474,PSEUIN,0.302280872,23,3.15,0.562714073,0.18367533,-0.48767073,300,Low
64,289.7035714,0.142,20.77777778,118.9398827,0.410557185,0.263929619,0.325513196,SAPRTE,0.245122458,23,3.15,0.562714073,0.18367533,-0.48767073,300,Low
65,370.3111111,0.172666667,107.2222222,136.0326531,0.367346939,0.367346939,0.265306122,PSEUIN,0.194156014,17,1.49,1.631925691,0.000834385,3.95463222,300,Low
65,197.4384615,0.165666667,20.82191781,70.92780656,0.359240069,0.252158895,0.388601036,AMOOYU,0.125163143,34,1.49,1.631925691,0.000834385,3.95463222,300,Low
65,428.7333333,0.1245,119.1666667,139.8043478,0.326086957,0.260869565,0.413043478,PSEUIN,0.405465108,18,1.49,1.631925691,0.000834385,3.95463222,300,Low
65,295.85,0.1645,121.5384615,107.5818182,0.363636364,0.393939394,0.242424242,PSEUIN,0.125163143,17,1.49,1.631925691,0.000834385,3.95463222,300,Low
66,284.16,0.1065,80,118.4,0.416666667,0.383333333,0.2,PSEUIN,0.182321557,18,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
66,177.25,0.188666667,14.46745562,17.49177632,0.098684211,0.588815789,0.3125,DIOSXI,0,48,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
66,347.1,0.2105,133.3333333,106.8,0.307692308,0.461538462,0.230769231,SAPRTE,0.117783036,9,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
66,255.7764706,0.165333333,6.632653061,50.46266925,0.19729207,0.379110251,0.423597679,SAPRTE,0.120627988,44,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
66,218.65,0.106,26.16666667,59.90410959,0.273972603,0.410958904,0.315068493,PSEUIN,0.16034265,27,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
66,294.45,0.1245,25.47486034,65.43333333,0.222222222,0.461538462,0.316239316,PSEUIN,0,35,1.02,-0.579345853,-0.630283928,1.852059044,300,Low
67,328.5166667,0.1115,59.47368421,118.9456897,0.362068966,0.327586207,0.310344828,PSEUIN,0.405465108,24,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,265.2875,0.1995,93.75,83.22745098,0.31372549,0.31372549,0.37254902,AMOOYU,0.268263987,17,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,502.1,0.176,196.3636364,52.85263158,0.105263158,0.578947368,0.315789474,AMOOYU,0.048790164,21,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,210.05,0.2045,140,63.65151515,0.303030303,0.303030303,0.393939394,AMOOYU,0.251314428,18,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,256.4777778,0.201,50.42553191,80.0566474,0.312138728,0.271676301,0.416184971,AMOOYU,0.223143551,30,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,273.325,0.1765,84.07407407,105.8032258,0.387096774,0.435483871,0.177419355,PSEUIN,0.362905494,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,370.4,0.2235,156.3636364,35.27619048,0.095238095,0.523809524,0.380952381,PTERME,0.111225635,19,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,519.925,0.201,84.28571429,126.8109756,0.243902439,0.512195122,0.243902439,PSEUIN,0.405465108,18,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,321.45,0.211,71.53846154,48.52075472,0.150943396,0.547169811,0.301886792,PSEUIN,0.236388778,19,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,222.6125,0.1455,81,69.38571429,0.311688312,0.25974026,0.428571429,AMOOYU,0.287682072,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,356.0666667,0.108666667,47.11538462,116.2666667,0.326530612,0.394557823,0.278911565,PSEUIN,0.182321557,24,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,224.13,0.133666667,48.125,89.20597015,0.39800995,0.23880597,0.36318408,AMOOYU,0.167054085,26,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,174.39,0.216,84.09090909,62.28214286,0.357142857,0.314285714,0.328571429,AMOOYU,0.105360516,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,364.3466667,0.253,41.57894737,163.1402985,0.447761194,0.28358209,0.268656716,TETRPL,0.271933715,21,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,418.625,0.1875,84.09090909,209.3125,0.5,0.319444444,0.180555556,PSEUIN,0.430782916,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,214.6,0.2205,51,105.1102041,0.489795918,0.204081633,0.306122449,AMOOYU,0.191055237,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,328.45,0.176,135.3333333,82.1125,0.25,0.416666667,0.333333333,PTERME,0.245122458,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,297.4666667,0.2235,100.952381,89.24,0.3,0.525,0.175,PTERME,0.245122458,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,325.35,0.1565,128.6666667,67.3137931,0.206896552,0.517241379,0.275862069,PTERME,0.105360516,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,270.325,0.2025,74.54545455,78.03195876,0.288659794,0.226804124,0.484536082,AMOOYU,0.223143551,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,314.2,0.103,89.04761905,115.7578947,0.368421053,0.368421053,0.263157895,PSEUIN,0.287682072,20,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,415.0444444,0.158,79.13043478,188.6565657,0.454545455,0.378787879,0.166666667,PSEUIN,0.182321557,18,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,365.1625,0.117,125.3333333,152.1510417,0.416666667,0.3125,0.270833333,PSEUIN,0.427444015,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,361.2583333,0.1075,66.34146341,154.825,0.428571429,0.392857143,0.178571429,PSEUIN,0.036367644,28,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,234.8583333,0.136333333,34.125,81.29711538,0.346153846,0.384615385,0.269230769,AMOOYU,0.113328685,28,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,204.6777778,0.216666667,97.08333333,76.75416667,0.375,0.375,0.25,DIOSXI,0.362905494,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,324.7857143,0.1,80.27027027,184.3378378,0.567567568,0.333333333,0.099099099,PSEUIN,0.182321557,30,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,328,0.256,157.5,65.6,0.2,0.4,0.4,PTERME,0.559615788,14,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,269.45,0.137,87.5,75.63508772,0.280701754,0.280701754,0.438596491,AMOOYU,0.287682072,16,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,191.53,0.147,70.68965517,103.9310078,0.542635659,0.224806202,0.23255814,AMOOYU,0.09531018,22,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,226.9333333,0.156,137.1428571,92.62585034,0.408163265,0.285714286,0.306122449,PTERME,0.287682072,24,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,524.5666667,0.193,170.9090909,114.0362319,0.217391304,0.47826087,0.304347826,PTERME,0.257829109,22,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
67,486.72,0.109,50.44444444,126.9704348,0.260869565,0.426086957,0.313043478,PSEUIN,0.044451763,23,1.8,-3.049215517,-3.713020796,-2.370601116,300,Low
68,373,0.107,81.78571429,133.6119403,0.358208955,0.417910448,0.223880597,PSEUIN,0.233614851,24,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,339.575,0.112,98.57142857,77.41606218,0.227979275,0.07253886,0.699481865,DICHGE,0.30538165,19,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,220.09,0.1755,42.65306122,117.0691489,0.531914894,0.260638298,0.207446809,DIOSHA,0.182321557,24,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,174.41875,0.194,43,59.37659574,0.340425532,0.283687943,0.375886525,DIOSHA,0.236388778,19,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,382.5,0.1705,147.2727273,163.9285714,0.428571429,0.392857143,0.178571429,PSEUIN,0.194156014,17,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,203.5242424,0.174666667,38.75,94.40582329,0.463855422,0.240963855,0.295180723,DIOSHA,0.236388778,19,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
68,180.9541667,0.244333333,27.05128205,70.04677419,0.387096774,0.314516129,0.298387097,GARCCO,0.182321557,24,0.93,-4.214900712,0.158410226,-0.157116729,300,Low
69,277.15,0.16,210,110.86,0.4,0.4,0.2,PSEUIN,0.182321557,12,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,242.02,0.149666667,31.5625,119.602907,0.494186047,0.284883721,0.220930233,DIOSXI,0.09531018,22,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,307.2,0.1765,12.69230769,76.64033264,0.249480249,0.486486486,0.264033264,PHLOCU,0.125163143,34,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,175.1342105,0.241666667,9.797468354,37.05946659,0.211606096,0.142731536,0.645662368,GARCCO,0.127833372,50,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,265.75,0.1005,78.23529412,136.6714286,0.514285714,0.242857143,0.242857143,PSEUIN,0.223143551,15,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,261.1375,0.133,51.11111111,105.2647287,0.403100775,0.364341085,0.23255814,ALPHMO,0.245122458,23,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
69,250,0.127,66.66666667,125,0.5,0.333333333,0.166666667,DRYPHO,0.127833372,25,2.54,-1.072969304,-0.844978178,-0.70237736,300,Low
70,609.7,0.136,203.3333333,87.1,0.142857143,0.428571429,0.428571429,PSEUIN,0,12,1.28,0.124416919,-1.275679404,0.293051972,300,Low
70,230.9846154,0.161,46.66666667,46.91875,0.203125,0.375,0.421875,DICHGE,0,28,1.28,0.124416919,-1.275679404,0.293051972,300,Low
70,164.3416667,0.1615,18.66666667,47.29256595,0.287769784,0.431654676,0.28057554,KNEMFU,0.055569851,37,1.28,0.124416919,-1.275679404,0.293051972,300,Low
70,170.6571429,0.219666667,34.58333333,51.93913043,0.304347826,0.347826087,0.347826087,KNEMFU,0,18,1.28,0.124416919,-1.275679404,0.293051972,300,Low
70,184.79,0.183,27.17391304,11.549375,0.0625,0.2875,0.65,KNEMFU,0.064538521,16,1.28,0.124416919,-1.275679404,0.293051972,300,Low
70,262.325,0.165,67.36842105,102.2045455,0.38961039,0.246753247,0.363636364,AMOOYU,0.223143551,20,1.28,0.124416919,-1.275679404,0.293051972,300,Low
71,334.92,0.093,70,139.55,0.416666667,0.385416667,0.197916667,PSEUIN,0.042559614,24,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,341.45,0.133,58.69565217,103.0792453,0.301886792,0.433962264,0.264150943,SAPRTE,0.143100844,15,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,450.45,0.104,118.3333333,128.7,0.285714286,0.428571429,0.285714286,PSEUIN,0.143100844,15,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,215.2842857,0.219,14.26229508,67.3192725,0.312699426,0.116783663,0.570516911,DERRMA,0.182321557,30,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,174.7222222,0.2315,39.18918919,77.08333333,0.441176471,0.362745098,0.196078431,CAPPFO,0.194156014,17,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,182.3844444,0.239666667,22.72727273,70.14786325,0.384615385,0.376068376,0.239316239,GARCCO,0.101782694,31,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,182.2666667,0.213,35.39130435,28.18556701,0.154639175,0.395189003,0.450171821,PITTKE,0.048790164,42,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,197.96,0.148333333,18.46473029,84.01485411,0.424403183,0.319628647,0.25596817,AMOOYU,0.067441281,46,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
71,146.2804598,0.269666667,14.64174455,48.55088221,0.331902718,0.459227468,0.208869814,GARCCO,0.020619287,49,0.86,-0.150391778,-1.533101221,0.850215291,300,Low
72,197.9541667,0.119333333,58.64864865,88.80186916,0.448598131,0.345794393,0.205607477,PSEUIN,0.245122458,23,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,173.7727273,0.209,49.44444444,70.7962963,0.407407407,0.266666667,0.325925926,AMOOYU,0.100083459,21,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,229.9066667,0.246333333,57.36842105,95.79444444,0.416666667,0.316666667,0.266666667,TRIGTH,0.087011377,12,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,286.15625,0.105,21.01604278,61.26946472,0.214111922,0.520681265,0.265206813,PSEUIN,0.105360516,40,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,471.4,0.1565,83.6,96.20408163,0.204081633,0.510204082,0.285714286,DICHGE,0.271933715,21,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,329.925,0.0975,71.03448276,158.364,0.48,0.32,0.2,PSEUIN,0.171850257,19,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,342.6,0.1805,72.33333333,59.5826087,0.173913043,0.492753623,0.333333333,PSEUIN,0.127833372,25,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,213.9183333,0.172666667,20.9375,109.7017094,0.512820513,0.234432234,0.252747253,KNEMGL,0.074107972,14,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,151.0651163,0.223666667,16.73333333,81.87983193,0.542016807,0.210084034,0.24789916,DIOSHA,0.122602322,26,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,200.5818182,0.226333333,51.91489362,76.96744186,0.38372093,0.273255814,0.343023256,PITTKE,0.139761942,23,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,299.7166667,0.220666667,172.5,136.2348485,0.454545455,0.363636364,0.181818182,PTERME,0.241162057,14,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,222.5,0.2095,104.2857143,37.08333333,0.166666667,0.259259259,0.574074074,AMOOYU,0.405465108,21,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,309.75,0.1,43.95833333,128.4888889,0.414814815,0.355555556,0.22962963,PSEUIN,0.139761942,23,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
72,191.4125,0.1075,23.50364964,60.5256917,0.316205534,0.367588933,0.316205534,PSEUIN,0.15415068,35,1.61,-1.000066751,-0.825333475,1.514733943,300,Low
73,163.1111111,0.287,22.20930233,84.46027397,0.517808219,0.235616438,0.246575342,CAPPFO,0.105360516,20,1.98,-4.570087299,-2.897146228,-1.368261192,300,Low
